,session_id,r2
0,3002,-0.187
1,3003,-0.2494
2,3004,-0.6275
3,3005,0.0611
4,3006,-1.1993
5,3007,-3.1377
6,3008,-1.3002
7,3009,-0.0366
8,3010,0.2137
9,3011,0.6254
10,3012,-0.1018
11,3013,-1.0801
12,3014,-0.553
13,3015,-0.0053
14,3016,-2.6253
15,3017,-1.3767
16,3018,-2.7155
17,3019,-171.2356
18,3020,-3.5016
19,3021,-1.444
20,3022,0.5842
21,3023,-2.1364
22,3024,-2.2113
23,3025,-0.0002
24,3026,0.1793
25,3027,-0.0352
26,3028,0.2638
27,3029,-40.271
28,3030,-0.5037
29,3031,-0.7674
30,3032,-119.6405
31,3033,-0.257
32,3034,0.0005
33,3035,-0.7182
34,3036,-0.1409
35,3037,-0.2656
36,3038,0.2947
37,3039,-3.579
38,3040,-3.1316
39,3041,-0.4472
40,3042,0.0625
41,3043,-0.4625
42,3044,-0.5484
43,3045,0.0433
44,3046,-0.6178
45,3047,-1.9224
46,3048,-0.0122
47,3049,-2.6214
48,3050,-3.9357
49,3051,-2.3238
50,3052,-1.4864
51,3053,-0.0538
52,3054,-0.8047
53,3055,0.1161
54,3056,-0.3067
55,3057,-0.0522
56,3058,-0.0621
57,3059,0.4574
58,3060,-0.7288
59,3061,-0.9403
60,3062,-1.1271
61,3063,0.8288
62,3064,-0.3132
63,3065,-0.2757
64,3066,0.2169
65,3067,-1.7842
66,3068,-2.0716
67,3069,0.0433
68,3070,0.181
69,3071,-1.5202
70,3072,-0.7464
71,3073,-0.3396
72,3074,0.5136
73,3075,-0.1391
74,3076,-0.0208
75,3077,0.4019
76,3078,-1.8589
77,3079,-2.644
78,3080,-252.2858
79,3081,-0.2743
80,3082,0.4203
81,3083,0.0027
82,3084,0.2234
83,3085,-0.7385
84,3086,-1.0415
85,3087,0.766
86,3088,0.0761
87,3089,-0.4104
88,3090,-0.0034
89,3091,0.1553
90,3092,-0.0045
91,3093,-1.1114
92,3094,0.1645
93,3095,0.283
94,3096,0.9516
95,3097,-0.0553
96,3098,-3.6905
97,3099,-0.3601
98,3100,0.2813
99,3101,-0.8117
100,3102,0.425
101,3103,0.1207
102,3104,0.5728
103,3105,-0.3304
104,3106,-1.2181
105,3107,-0.2629
106,3108,-1.0729
107,3109,-0.3102
108,3110,-16.6556
109,3111,-12.5155
110,3112,-0.1612
111,3113,0.7734
112,3114,0.7962
113,3115,-1.3483
114,3116,-20.1641
115,3117,0.3897
116,3118,-5.302
117,3119,-1.9247
118,3120,0.0988
119,3121,-309228484040.3478
120,3122,-0.1262
121,3123,-0.8906
122,3124,-0.0133
123,3125,-35.1309
124,3126,-0.8447
125,3127,-23.2005
126,3128,-0.1371
127,3129,-1.6575
128,3130,-2.4464
129,3131,0.6211
130,3132,-0.553
131,3133,-0.0798
132,3134,-0.2664
133,3135,-2.3329
134,3136,-0.7903
135,3137,-0.0259
136,3138,-0.8252
137,3139,-0.046
138,3140,-0.0663
139,3141,0.5194
140,3142,-0.0038
141,3143,0.4825
142,3144,-21.6523
143,3145,0.3087
144,3146,0.754
145,3147,-1.0218
146,3148,-0.0814
147,3149,0.3475
148,3150,0.9328
149,3151,-3.2219
150,3152,-3.1395
151,3153,0.1204
152,3154,-0.9045
153,3155,-4.6641
154,3156,-0.6282
155,3157,-0.0011
156,3158,-0.644
157,3159,-0.0758
158,3160,-0.343
159,3161,-0.4664
160,3162,-0.5439
161,3163,0.2422
162,3164,-1.2019
163,3165,-0.2757
164,3166,0.5255
165,3167,0.1852
166,3168,0.0987
167,3169,-0.1886
168,3170,-0.7114
169,3171,0.0885
170,3172,-1.6434
171,3173,0.3412
172,3174,-181356778072.137
173,3175,0.1502
174,3176,-25.0745
175,3177,-2.3329
176,3178,0.7325
177,3179,-0.0253
178,3180,-3.357
179,3181,0.4448
180,3182,-32.7115
181,3183,-0.7839
182,3184,-0.1063
183,3185,-0.027
184,3186,-0.0336
185,3187,-0.2529
186,3188,-0.0953
187,3189,-2.4803
188,3190,-3.579
189,3191,-0.168
190,3192,-0.217
191,3193,0.0295
192,3194,0.1964
193,3195,0.2819
194,3196,-0.3487
195,3197,0.7016
196,3198,0.0415
197,3199,-1.9419
198,3200,0.2791
199,3201,0.5272
200,3202,-1.7673
201,3203,0.5696
202,3204,-0.0094
203,3205,-0.4399
204,3206,0.117
205,3207,0.2287
206,3208,-0.1593
207,3209,-2.5799
208,3210,-0.0233
209,3211,-0.3333
210,3212,-0.7965
211,3213,-0.2972
212,3214,-23.0471
213,3215,-0.494
214,3216,-0.0013
215,3217,-0.0388
216,3218,-0.2727
217,3219,-0.4153
218,3220,-0.0015
219,3221,-0.031
220,3222,0.8245
221,3223,-0.9699
222,3224,-0.0191
223,3225,-0.7161
224,3226,-1.6142
225,3227,-0.2984
226,3228,-0.698
227,3229,0.0938
228,3230,-0.3766
229,3231,-0.9938
230,3232,-43.6114
231,3233,0.2872
232,3234,-0.016
233,3235,-0.773
234,3236,0.3592
235,3237,-7.3799
236,3238,-1.937
237,3239,0.8058
238,3240,-0.067
239,3241,-4.2787
240,3242,0.1877
241,3243,-0.2841
242,3244,-1.7228
243,3245,0.1976
244,3246,-5.8041
245,3247,-0.0758
246,3248,0.666
247,3249,-0.5506
248,3250,-2.1507
249,3251,0.4141
250,3252,0.7743
251,3253,-0.0002
252,3254,0.6109
253,3255,-0.5911
254,3256,0.117
255,3257,-0.0171
256,3258,-0.202
257,3259,-1.3417
258,3260,-0.0428
259,3261,-4.0762
260,3262,-0.7839
261,3263,-0.0024
262,3264,-0.8189
263,3265,-0.0013
264,3266,0.1869
265,3267,0.2448
266,3268,-2.4088
267,3269,-0.3118
268,3270,-0.6467
269,3271,-0.9024
270,3272,0.3446
271,3273,0.7979
272,3274,-0.1299
273,3275,-0.5975
274,3276,0.0997
275,3277,0.6712
276,3278,0.3528
277,3279,-5.4636
278,3280,-1.3766
279,3281,-0.0075
280,3282,0.5182
281,3283,-0.16
282,3284,-0.0
283,3285,-9.9117
284,3286,0.0434
285,3287,-0.2038
286,3288,-0.0035
287,3289,0.8558
288,3290,-0.2591
289,3291,-1.4977
290,3292,-1.7928
291,3293,-0.7912
292,3294,-0.1018
293,3295,-2.043
294,3296,-0.2392
295,3297,-0.1275
296,3298,-7.5131
297,3299,-0.0614
298,3300,-1.4234
299,3301,0.6772
300,3302,0.9733
301,3303,-0.8129
302,3304,-0.1356
303,3305,-0.1937
304,3306,0.6448
305,3307,-198.8391
306,3308,-2.9456
307,3309,-0.111
308,3310,-0.1082
309,3311,0.3887
310,3312,0.4336
311,3313,0.049
312,3314,-0.2425
313,3315,0.1363
314,3316,0.1243
315,3317,0.8079
316,3318,-0.6803
317,3319,-7.5131
318,3320,-0.1412
319,3321,-0.5323
320,3322,-0.0764
321,3323,-0.0427
322,3324,0.1882
323,3325,0.8041
324,3326,-3.602
325,3327,-25.718
326,3328,-3.3818
327,3329,-0.0031
328,3330,-0.2989
329,3331,0.2869
330,3332,-0.5078
331,3333,-0.0126
332,3334,-1.1779
333,3335,-0.0165
334,3336,0.6309
335,3337,-4.14
336,3338,-12.4853
337,3339,-0.0035
338,3340,-22.2961
339,3341,0.0794
340,3342,-0.0193
341,3343,-26.1409
342,3344,-0.8183
343,3345,0.1162
344,3346,-0.0108
345,3347,0.6955
346,3348,-0.0203
347,3349,-0.0795
348,3350,-0.0222
349,3351,-1.0262
350,3352,0.3779
351,3353,-0.0366
352,3354,-0.0119
353,3355,-2.6145
354,3356,-0.2727
355,3357,-0.0143
356,3358,-3.8906
357,3359,-0.0267
358,3360,0.3429
359,3361,-0.332
360,3362,-2.5215
361,3363,-225.9572
362,3364,0.56
363,3365,0.5485
364,3366,-0.0254
365,3367,0.822
366,3368,-20.2608
367,3369,-0.0098
368,3370,-3.164
369,3371,-0.0226
370,3372,-0.4231
371,3373,-0.4868
372,3374,-3.4449
373,3375,0.7414
374,3376,-0.4782
375,3377,-2.2414
376,3378,-0.148
377,3379,-0.6866
378,3380,0.1872
379,3381,0.1025
380,3382,-1.2304
381,3383,-0.1002
382,3384,-0.1727
383,3385,-0.0089
384,3386,-2.3872
385,3387,-0.3485
386,3388,-0.4536
387,3389,-0.1345
388,3390,-1.8513
389,3391,0.3119
390,3392,-0.6228
391,3393,-0.7056
392,3394,-0.5647
393,3395,-2.3642
394,3396,-0.2696
395,3397,-5.8596
396,3398,-0.8966
397,3399,-0.0476
398,3400,-1.0505
399,3401,0.1931
400,3402,-0.5795
401,3403,-0.0298
402,3404,-3.2122
403,3405,-0.0343
404,3406,-3.1215
405,3407,-0.601
406,3408,-2.0775
407,3409,-3.1635
408,3410,0.272
409,3411,-0.6308
410,3412,0.3916
411,3413,0.2899
412,3414,-0.3236
413,3415,-0.0
414,3416,-0.1953
415,3417,-28.1969
416,3418,0.1493
417,3419,0.6922
418,3420,-0.0114
419,3421,-0.6275
420,3422,0.4637
421,3423,-0.9659
422,3424,-0.6457
423,3425,-0.5323
424,3426,-0.0001
425,3427,-0.0002
426,3428,-2.0513
427,3429,-0.2421
428,3430,0.2448
429,3431,0.3415
430,3432,-0.7665
431,3433,-0.0433
432,3434,-0.0042
433,3435,-0.001
434,3436,-0.1076
435,3437,-0.0703
436,3438,0.0062
437,3439,-1.0894
438,3440,0.117
439,3441,-0.0354
440,3442,0.1044
441,3443,0.2116
442,3444,0.3268
443,3445,0.3171
444,3446,0.4161
445,3447,-12.7754
446,3448,0.0145
447,3449,-0.0505
448,3450,-249.5004
449,3451,0.3355
450,3452,-0.3211
451,3453,-0.2024
452,3454,-0.0536
453,3455,0.8785
454,3456,-3.8524
455,3457,-0.3858
