,session_id,r2
0,2,-9.539
1,3,-3.3624
2,4,0.4006
3,5,-0.4708
4,6,0.3274
5,7,-0.2644
6,8,-0.4869
7,9,0.4713
8,10,0.1094
9,11,0.3753
10,12,0.5486
11,13,0.3282
12,14,-4.6143
13,15,-0.101
14,16,-0.0189
15,17,-1.0736
16,18,0.2139
17,19,-0.309
18,20,0.3077
19,21,-0.2021
20,22,-0.1825
21,23,0.1367
22,24,-0.2509
23,25,-0.0029
24,26,0.6842
25,27,-0.2959
26,28,0.6355
27,29,-7.6067
28,30,-0.217
29,31,0.2568
30,32,-1.1715
31,33,-0.0427
32,34,0.631
33,35,-0.7822
34,36,-0.4239
35,37,-0.0026
36,38,-1.7852
37,39,0.4469
38,40,-0.637
39,41,-8.6688
40,42,-0.03
41,43,-0.0109
42,44,-0.8827
43,45,-0.8073
44,46,-0.2844
45,47,-13.7476
46,48,-2.8162
47,49,-0.2875
48,50,0.5167
49,51,-1.3443
50,52,-0.9558
51,53,-0.217
52,54,-0.7907
53,55,-0.3232
54,56,-0.008
55,57,0.2098
56,58,-0.1844
57,59,-0.1018
58,60,0.5487
59,61,-0.0065
60,62,-0.1842
61,63,-0.0986
62,64,-0.064
63,65,-0.0021
64,66,0.296
65,67,-3.0134
66,68,-0.0281
67,69,-0.7209
68,70,0.0756
69,71,-0.0857
70,72,-0.0059
71,73,-3.6004
72,74,0.1826
73,75,-0.0356
74,76,-0.2651
75,77,-0.3784
76,78,-0.2045
77,79,0.3878
78,80,-0.0
79,81,0.5704
80,82,-0.0405
81,83,-0.0278
82,84,-0.0413
83,85,-8.7763
84,86,0.3348
85,87,-40.1381
86,88,0.2905
87,89,-2.8049
88,90,0.3308
89,91,-0.0133
90,92,-0.0308
91,93,-4.9768
92,94,0.227
93,95,-0.0453
94,96,-0.0051
95,97,-0.3136
96,98,-0.0
97,99,-0.6109
98,100,-0.3116
99,101,-1.7203
100,102,-0.5827
101,103,-0.2706
102,104,-0.271
103,105,-0.0003
104,106,-1.6495
105,107,-3.0188
106,108,-0.0414
107,109,-0.2942
108,110,-4.1344
109,111,-0.0368
110,112,-0.2536
111,113,-0.4205
112,114,0.589
113,115,-0.052
114,116,-0.0466
115,117,-0.1375
116,118,0.8391
117,119,-3.5198
118,120,0.0097
119,121,0.5928
120,122,0.3229
